unix,date,time,symbol,open,high,low,close,Volume SOL,Volume USDT,tradecount
1.63412E+12,13-10-21,10:00:00,SOL/USDT,146.29,147.29,145.73,146.4,68694.41,10072083.12,27515
1.63412E+12,13-10-21,09:00:00,SOL/USDT,146.13,147.25,145.33,146.28,85238.18,12478453.6,27742
1.63411E+12,13-10-21,08:00:00,SOL/USDT,145.43,147.62,145.23,146.11,132924.3,19491301.84,42287
1.63411E+12,13-10-21,07:00:00,SOL/USDT,146.14,146.69,144.58,145.43,106709.2,15542377.85,35623
1.6341E+12,13-10-21,06:00:00,SOL/USDT,146.18,147.71,145.27,146.16,122781.91,17980755.79,32980
1.6341E+12,13-10-21,05:00:00,SOL/USDT,149.29,150.41,146.04,146.22,157060.81,23239748.11,43401
1.6341E+12,13-10-21,04:00:00,SOL/USDT,149.28,150.3,148.5,149.3,80763.73,12061848.44,26669
1.63409E+12,13-10-21,03:00:00,SOL/USDT,151.25,151.4,148.41,149.28,96781.89,14472121.26,29098
1.63409E+12,13-10-21,02:00:00,SOL/USDT,151.02,152.13,150.04,151.22,99328.62,15003919.27,32817
1.63409E+12,13-10-21,01:00:00,SOL/USDT,153.48,153.57,150.69,151.04,115267.39,17493006.71,36246
1.63408E+12,13-10-21,00:00:00,SOL/USDT,152.35,155.56,151.04,153.52,251718.67,38666001.34,78428
1.63408E+12,12-10-21,23:00:00,SOL/USDT,150.46,153.1,149.61,152.32,121256.64,18410774.42,37035
1.63408E+12,12-10-21,22:00:00,SOL/USDT,149.28,151.09,148.7,150.46,79673.72,11960688.33,32816
1.63407E+12,12-10-21,21:00:00,SOL/USDT,150.07,150.33,148.65,149.28,77916.65,11662591.46,31986
1.63407E+12,12-10-21,20:00:00,SOL/USDT,150.01,151.9,147.92,150.05,217591.24,32684561.54,58298
1.63407E+12,12-10-21,19:00:00,SOL/USDT,151.11,153.5,149.14,150.04,264786.43,40143662.4,71681
1.63406E+12,12-10-21,18:00:00,SOL/USDT,146.68,152.33,146.58,151.09,265730.26,39890988.66,87447
1.63406E+12,12-10-21,17:00:00,SOL/USDT,149.39,149.39,146.05,146.68,204089.68,30142953.58,42037
1.63405E+12,12-10-21,16:00:00,SOL/USDT,143.53,149.86,142.9,149.37,295547.52,43308375.16,97914
1.63405E+12,12-10-21,15:00:00,SOL/USDT,141.78,144.02,140,143.54,153319.73,21747878.7,38253
1.63405E+12,12-10-21,14:00:00,SOL/USDT,143.45,145.34,140.68,141.78,213849.21,30736678.83,47879
1.63404E+12,12-10-21,13:00:00,SOL/USDT,138.64,144.5,138.61,143.48,178966.55,25393945.53,49984
1.63404E+12,12-10-21,12:00:00,SOL/USDT,142.51,142.95,137.61,138.64,196471.23,27461206.02,48641
1.63404E+12,12-10-21,11:00:00,SOL/USDT,141.61,143,141.09,142.5,79515.36,11308954.39,17384
1.63403E+12,12-10-21,10:00:00,SOL/USDT,141.66,142.2,140.17,141.61,128704.84,18161702.25,26125
1.63403E+12,12-10-21,09:00:00,SOL/USDT,144.5,144.67,140.89,141.66,98930.32,14118795.12,25359
1.63403E+12,12-10-21,08:00:00,SOL/USDT,143.34,145.2,142.94,144.49,70253.21,10142865.15,17403
1.63402E+12,12-10-21,07:00:00,SOL/USDT,142.85,144.17,142.51,143.32,58256.07,8348120.823,11683
1.63402E+12,12-10-21,06:00:00,SOL/USDT,144.43,145.16,142.2,142.86,100738.97,14491134.33,23104
1.63401E+12,12-10-21,05:00:00,SOL/USDT,144.71,145.57,141.2,144.39,110158.94,15787867.3,32328
1.63401E+12,12-10-21,04:00:00,SOL/USDT,143.2,145.05,142.45,144.71,66503.49,9600709.516,13223
1.63401E+12,12-10-21,03:00:00,SOL/USDT,142.84,144.01,140.82,143.2,129773.07,18499251.34,26391
1.634E+12,12-10-21,02:00:00,SOL/USDT,145.21,145.57,142.39,142.82,81138.92,11665396.76,18555
1.634E+12,12-10-21,01:00:00,SOL/USDT,143.43,145.82,142.31,145.21,82004.49,11825326.42,22905
1.634E+12,12-10-21,00:00:00,SOL/USDT,144.79,145.11,141.38,143.4,102306.78,14613433.08,19839
1.63399E+12,11-10-21,23:00:00,SOL/USDT,144.34,145.09,143.28,144.77,63924.34,9201708.058,12270
1.63399E+12,11-10-21,22:00:00,SOL/USDT,143.08,145.46,142.5,144.3,91875.66,13267077.42,26401
1.63399E+12,11-10-21,21:00:00,SOL/USDT,141.68,143.29,140.24,143.1,96182.2,13623545.21,29161
1.63398E+12,11-10-21,20:00:00,SOL/USDT,141.57,142.85,141,141.68,135249.73,19178512.6,27410
1.63398E+12,11-10-21,19:00:00,SOL/USDT,143.39,144.73,141.32,141.58,141834.19,20287790.69,31854
1.63398E+12,11-10-21,18:00:00,SOL/USDT,146.28,146.36,143.02,143.37,154470.98,22327463.57,43893
1.63397E+12,11-10-21,17:00:00,SOL/USDT,146.18,147.32,145.35,146.27,86172.12,12610430.66,20139
1.63397E+12,11-10-21,16:00:00,SOL/USDT,147.76,148.1,146.05,146.18,92494.82,13593132.6,19584
1.63396E+12,11-10-21,15:00:00,SOL/USDT,148.68,148.93,146.67,147.76,85363.69,12621620.52,19199
1.63396E+12,11-10-21,14:00:00,SOL/USDT,149.1,149.46,147.27,148.68,112744.97,16703471.98,23534
1.63396E+12,11-10-21,13:00:00,SOL/USDT,149.11,149.99,148.43,149.08,100162.05,14940837.28,18551
1.63395E+12,11-10-21,12:00:00,SOL/USDT,148.55,149.64,147.94,149.07,58676.89,8729067.954,12630
1.63395E+12,11-10-21,11:00:00,SOL/USDT,148.54,149.62,147.11,148.54,133527.47,19826651.22,38224
1.63395E+12,11-10-21,10:00:00,SOL/USDT,151.7,152,148.38,148.53,85380.66,12862786.9,21794
1.63394E+12,11-10-21,09:00:00,SOL/USDT,153.4,153.51,151.26,151.71,62568.29,9533878.036,14399
1.63394E+12,11-10-21,08:00:00,SOL/USDT,152.3,154,152.13,153.4,103766.42,15900826.29,24718
1.63394E+12,11-10-21,07:00:00,SOL/USDT,150.81,152.57,150.33,152.33,71672.57,10831995.41,15071
1.63393E+12,11-10-21,06:00:00,SOL/USDT,151.12,151.74,150.5,150.81,45570.55,6884639.916,10357
1.63393E+12,11-10-21,05:00:00,SOL/USDT,151.96,152.19,150.92,151.1,47718.68,7233459.012,11549
1.63392E+12,11-10-21,04:00:00,SOL/USDT,151.43,152.96,151.43,151.94,91246.95,13895637.47,24546
1.63392E+12,11-10-21,03:00:00,SOL/USDT,149.97,151.62,149.07,151.47,81735.38,12263441.31,17010
1.63392E+12,11-10-21,02:00:00,SOL/USDT,149.89,150.75,149.31,149.97,39806.33,5969141.053,9669
1.63391E+12,11-10-21,01:00:00,SOL/USDT,149.22,150.86,148.35,149.9,85173.03,12773551.82,18907
1.63391E+12,11-10-21,00:00:00,SOL/USDT,147.56,149.55,145.34,149.18,144005.17,21250772.92,39502
1.63391E+12,10-10-21,23:00:00,SOL/USDT,151.5,151.55,146.57,147.55,100036.41,14854371.6,30374
1.6339E+12,10-10-21,22:00:00,SOL/USDT,150.72,151.84,148.53,151.5,103449.68,15501780.1,28013
1.6339E+12,10-10-21,21:00:00,SOL/USDT,152.86,152.89,145.55,150.72,336512.28,50243386.37,124037
1.6339E+12,10-10-21,20:00:00,SOL/USDT,153.47,154.69,152.67,152.88,90259.05,13855856.06,19963
1.63389E+12,10-10-21,19:00:00,SOL/USDT,153.43,154.52,153.25,153.48,39680.89,6103941.087,13638
1.63389E+12,10-10-21,18:00:00,SOL/USDT,153.52,153.6,152.56,153.43,33553.34,5139605.81,9839
1.63389E+12,10-10-21,17:00:00,SOL/USDT,153.67,153.69,152,153.54,78726.39,12019720.36,22422
1.63388E+12,10-10-21,16:00:00,SOL/USDT,154.41,154.67,153.26,153.66,43113.21,6630077.71,11359
1.63388E+12,10-10-21,15:00:00,SOL/USDT,153.58,154.54,152.8,154.4,66233.21,10176396.08,18426
1.63387E+12,10-10-21,14:00:00,SOL/USDT,153.78,154.62,153.58,153.58,51789.75,7977674.561,13278
1.63387E+12,10-10-21,13:00:00,SOL/USDT,154.28,154.78,153.07,153.78,86005.9,13229250.56,17716
1.63387E+12,10-10-21,12:00:00,SOL/USDT,154.67,154.89,153.38,154.28,77806,11976216.35,19028
1.63386E+12,10-10-21,11:00:00,SOL/USDT,155.3,155.37,154,154.69,78822.17,12178734.59,17268
1.63386E+12,10-10-21,10:00:00,SOL/USDT,155.74,156.6,154.93,155.3,43639.92,6795187.176,10928
1.63386E+12,10-10-21,09:00:00,SOL/USDT,157.49,158.5,155.14,155.76,123098.66,19282691.83,29587
1.63385E+12,10-10-21,08:00:00,SOL/USDT,155,157.72,154.4,157.49,103718.96,16130829.22,21242
1.63385E+12,10-10-21,07:00:00,SOL/USDT,155.95,156.13,154.58,154.98,51196.36,7946398.408,13777
1.63385E+12,10-10-21,06:00:00,SOL/USDT,156.02,156.64,155.79,155.98,41423.12,6471639.098,9330
1.63384E+12,10-10-21,05:00:00,SOL/USDT,156.88,157.02,155.74,156.02,50930.9,7953919.765,10167
1.63384E+12,10-10-21,04:00:00,SOL/USDT,155.39,156.94,154.79,156.84,54834.01,8544425.752,20859
1.63383E+12,10-10-21,03:00:00,SOL/USDT,154.66,155.58,154.56,155.41,40569.12,6293494.93,10058
1.63383E+12,10-10-21,02:00:00,SOL/USDT,153.65,155.31,152.93,154.7,64084.61,9885271.864,17160
1.63383E+12,10-10-21,01:00:00,SOL/USDT,153.96,154.29,152.38,153.68,139792.87,21418462.14,29729
1.63382E+12,10-10-21,00:00:00,SOL/USDT,156.8,156.9,153.33,153.95,138618.88,21447014.45,35655
1.63382E+12,09-10-21,23:00:00,SOL/USDT,157.01,157.73,156.69,156.84,33881.28,5324264.445,8427
1.63382E+12,09-10-21,22:00:00,SOL/USDT,157.78,157.8,156.44,157,34494.11,5416931.491,8819
1.63381E+12,09-10-21,21:00:00,SOL/USDT,156.6,157.87,155.85,157.76,46886.37,7359460.585,14936
1.63381E+12,09-10-21,20:00:00,SOL/USDT,156.42,156.86,154.18,156.62,122343.76,19020899.13,38014
1.63381E+12,09-10-21,19:00:00,SOL/USDT,157.09,157.72,156.19,156.4,44201.25,6928205.247,11274
1.6338E+12,09-10-21,18:00:00,SOL/USDT,157.05,158.2,156.32,157.1,50375.81,7913143.664,14383
1.6338E+12,09-10-21,17:00:00,SOL/USDT,156.42,157.51,156.25,157.06,69453.87,10899934.4,17641
1.6338E+12,09-10-21,16:00:00,SOL/USDT,157.97,158.4,156.1,156.45,90721.93,14246658.23,29388
1.63379E+12,09-10-21,15:00:00,SOL/USDT,157.74,158.39,157.11,157.97,80523.99,12708440.32,19904
1.63379E+12,09-10-21,14:00:00,SOL/USDT,159.69,159.9,157.6,157.74,107850.9,17102528.01,19033
1.63378E+12,09-10-21,13:00:00,SOL/USDT,158.69,160.18,158.67,159.69,61131.28,9759765.997,12943
1.63378E+12,09-10-21,12:00:00,SOL/USDT,158.37,159.98,157.87,158.71,92581.2,14709776.96,17302
1.63378E+12,09-10-21,11:00:00,SOL/USDT,159.77,160.48,158.25,158.38,81114.4,12946128.87,14711
1.63377E+12,09-10-21,10:00:00,SOL/USDT,159.2,159.92,158.21,159.77,76079.32,12102589.02,13652
1.63377E+12,09-10-21,09:00:00,SOL/USDT,158.37,159.77,157.86,159.22,83399.85,13243848,23889
1.63377E+12,09-10-21,08:00:00,SOL/USDT,159.15,159.97,157.43,158.37,88362.32,14026317.04,19376
1.63376E+12,09-10-21,07:00:00,SOL/USDT,159.7,160.86,158.3,159.19,102223.7,16321357,17155
1.63376E+12,09-10-21,06:00:00,SOL/USDT,160.11,161.25,158.94,159.68,103453.45,16535619.09,16596
1.63376E+12,09-10-21,05:00:00,SOL/USDT,160.8,161.54,159.28,160.15,73297.8,11749673.31,24091
1.63375E+12,09-10-21,04:00:00,SOL/USDT,160.01,160.89,159.74,160.82,57195.85,9169133.222,22542
1.63375E+12,09-10-21,03:00:00,SOL/USDT,158.83,160.57,157.61,160.02,87468.67,13923222.11,34940
1.63374E+12,09-10-21,02:00:00,SOL/USDT,157.1,158.87,156.35,158.83,55540.58,8762289.894,18388
1.63374E+12,09-10-21,01:00:00,SOL/USDT,159.56,159.9,156.06,157.09,100351.26,15799370.66,31863
1.63374E+12,09-10-21,00:00:00,SOL/USDT,158.88,159.95,157,159.55,90376.07,14352794.28,28987
1.63373E+12,08-10-21,23:00:00,SOL/USDT,160.91,160.91,157.2,158.86,107619.81,17057363.64,30327
1.63373E+12,08-10-21,22:00:00,SOL/USDT,161.11,161.78,160.21,160.93,56712.68,9133685.97,21088
1.63373E+12,08-10-21,21:00:00,SOL/USDT,160.3,162,159.42,161.12,95124.73,15302394.59,33687
1.63372E+12,08-10-21,20:00:00,SOL/USDT,163.6,163.6,159.24,160.3,145560.5,23489295.14,60534
1.63372E+12,08-10-21,19:00:00,SOL/USDT,165.42,165.44,162.47,163.57,74381.12,12185069.24,20874
1.63372E+12,08-10-21,18:00:00,SOL/USDT,163.37,165.65,163.24,165.39,96104.29,15826844.1,43278
1.63371E+12,08-10-21,17:00:00,SOL/USDT,167.68,167.74,162.41,163.35,154172.42,25310600.69,55656
1.63371E+12,08-10-21,16:00:00,SOL/USDT,166.51,168.06,165.15,167.71,137312.24,22860705.76,30912
1.63371E+12,08-10-21,15:00:00,SOL/USDT,166.87,168.97,164.89,166.48,217456.36,36272250.71,61739
1.6337E+12,08-10-21,14:00:00,SOL/USDT,164.63,168.48,164.33,166.86,316314.27,52774926.62,114412
1.6337E+12,08-10-21,13:00:00,SOL/USDT,164.61,165.73,162.34,164.63,202011.83,33115635.41,56000
1.63369E+12,08-10-21,12:00:00,SOL/USDT,162.21,164.91,160,164.62,245849.23,40037167.3,78178
1.63369E+12,08-10-21,11:00:00,SOL/USDT,164.63,166.64,162.16,162.22,286934.75,47205656.42,82422
1.63369E+12,08-10-21,10:00:00,SOL/USDT,158.77,165.84,158.7,164.6,352953.89,57500922.47,122702
1.63368E+12,08-10-21,09:00:00,SOL/USDT,160.93,161.31,158.56,158.77,141348.1,22563668.86,27514
1.63368E+12,08-10-21,08:00:00,SOL/USDT,158.77,161.49,157.87,160.95,390354.52,62280756.06,91287
1.63368E+12,08-10-21,07:00:00,SOL/USDT,154.6,159.09,154.38,158.77,209329.36,32911714.22,58147
1.63367E+12,08-10-21,06:00:00,SOL/USDT,155.11,155.27,153.51,154.61,72998.57,11262056.03,13664
1.63367E+12,08-10-21,05:00:00,SOL/USDT,154.1,155.13,152.39,155.1,89859.6,13810434.28,20133
1.63367E+12,08-10-21,04:00:00,SOL/USDT,154.43,155.05,153.6,154.1,55648.53,8591463.858,12288
1.63366E+12,08-10-21,03:00:00,SOL/USDT,153.99,154.6,152.52,154.44,74350.04,11423291.69,18531
1.63366E+12,08-10-21,02:00:00,SOL/USDT,155.94,156.38,153.46,154.03,85802.7,13258176.78,26055
1.63365E+12,08-10-21,01:00:00,SOL/USDT,155.85,157.03,155.08,155.94,55879.4,8731828.876,13735
1.63365E+12,08-10-21,00:00:00,SOL/USDT,154.26,156.4,154.11,155.86,71006.44,11020642.48,21563
1.63365E+12,07-10-21,23:00:00,SOL/USDT,156.22,156.29,153.01,154.26,81856.11,12634346.34,26277
1.63364E+12,07-10-21,22:00:00,SOL/USDT,156.86,156.97,154.66,156.24,114881.92,17883341.31,26600
1.63364E+12,07-10-21,21:00:00,SOL/USDT,156.87,158.8,156.54,156.86,84207.96,13288634.92,20465
1.63364E+12,07-10-21,20:00:00,SOL/USDT,156.07,158.19,155.75,156.83,116540.68,18319296.34,33637
1.63363E+12,07-10-21,19:00:00,SOL/USDT,154.85,156.08,154.85,156.07,68821.15,10697328.76,14448
1.63363E+12,07-10-21,18:00:00,SOL/USDT,155.01,155.56,153.66,154.88,124663.29,19271882.17,25842
1.63363E+12,07-10-21,17:00:00,SOL/USDT,154.21,157,153.91,155,175142.16,27247008.05,37767
1.63362E+12,07-10-21,16:00:00,SOL/USDT,155.87,155.98,153.41,154.19,139178.96,21489814.52,31611
1.63362E+12,07-10-21,15:00:00,SOL/USDT,154.9,156.71,154.51,155.88,124237.87,19353806.95,24172
1.63362E+12,07-10-21,14:00:00,SOL/USDT,159.78,160.08,153.5,154.91,205685.57,32162397.52,66066
1.63361E+12,07-10-21,13:00:00,SOL/USDT,158.76,161,157.56,159.8,131269.64,20882889.53,32819
1.63361E+12,07-10-21,12:00:00,SOL/USDT,157.69,161.42,157.11,158.78,246643.71,39308319.71,91719
1.6336E+12,07-10-21,11:00:00,SOL/USDT,156.06,157.98,155.56,157.7,100310.19,15746987.59,21757
1.6336E+12,07-10-21,10:00:00,SOL/USDT,157.08,157.7,155.03,156.09,105796.47,16517439.36,25351
1.6336E+12,07-10-21,09:00:00,SOL/USDT,158.62,159.2,154.18,157.08,180293.08,28234324.32,48930
1.63359E+12,07-10-21,08:00:00,SOL/USDT,158.5,160.18,157.32,158.63,240078.89,38115570.42,50527
1.63359E+12,07-10-21,07:00:00,SOL/USDT,153.91,159.4,153.08,158.47,167336.3,26109542.29,57721
1.63359E+12,07-10-21,06:00:00,SOL/USDT,155.42,156.59,153.67,153.96,111178.7,17257317.14,31728
1.63358E+12,07-10-21,05:00:00,SOL/USDT,155.87,156.21,153.62,155.45,135417.12,20945320.97,38204
1.63358E+12,07-10-21,04:00:00,SOL/USDT,152.02,157.53,151.83,155.87,140094.24,21720921.86,49091
1.63358E+12,07-10-21,03:00:00,SOL/USDT,152.23,153.39,151.98,152.03,72338.43,11040449.36,16355
1.63357E+12,07-10-21,02:00:00,SOL/USDT,152.33,154.09,151.6,152.26,86507.01,13241023.8,22011
1.63357E+12,07-10-21,01:00:00,SOL/USDT,153.01,153.21,150.34,152.38,151886.68,23024606.53,39033
1.63356E+12,07-10-21,00:00:00,SOL/USDT,153.9,155.04,151.57,153.02,147010.45,22540556.85,33216
1.63356E+12,06-10-21,23:00:00,SOL/USDT,153.87,155.39,152.58,153.87,132238.22,20376485.36,27713
1.63356E+12,06-10-21,22:00:00,SOL/USDT,155.38,155.91,153.44,153.88,95380.56,14726408.4,29756
1.63355E+12,06-10-21,21:00:00,SOL/USDT,154.8,155.38,153.35,155.35,157591.26,24333354.31,30781
1.63355E+12,06-10-21,20:00:00,SOL/USDT,159.8,160.08,154.33,154.79,205069.92,32112952.94,55765
1.63355E+12,06-10-21,19:00:00,SOL/USDT,159.72,160.76,159.14,159.78,90109.84,14403503.19,18182
1.63354E+12,06-10-21,18:00:00,SOL/USDT,159.56,160.42,158.81,159.72,110856.32,17700690.31,20780
1.63354E+12,06-10-21,17:00:00,SOL/USDT,160.97,161.16,158.45,159.55,147228.71,23463844.08,28349
1.63354E+12,06-10-21,16:00:00,SOL/USDT,160.75,161.66,157.68,160.97,194484.88,31069268.61,50912
1.63353E+12,06-10-21,15:00:00,SOL/USDT,160.15,162,158.34,160.76,212564.18,34032696.28,50822
1.63353E+12,06-10-21,14:00:00,SOL/USDT,157.44,160.6,156.14,160.15,264902.01,41956453.67,57006
1.63353E+12,06-10-21,13:00:00,SOL/USDT,155.07,162.89,154.78,157.44,539166.02,86063534.46,139734
1.63352E+12,06-10-21,12:00:00,SOL/USDT,152.94,156.37,151.6,155.08,291964.34,45086677.78,57389
1.63352E+12,06-10-21,11:00:00,SOL/USDT,154.34,155.07,152.49,152.91,131718.82,20252990.24,25645
1.63351E+12,06-10-21,10:00:00,SOL/USDT,153.73,155.69,153.15,154.35,172207.45,26642213.94,33841
1.63351E+12,06-10-21,09:00:00,SOL/USDT,151.95,154.46,150.1,153.75,250611.7,38162830.45,65997
1.63351E+12,06-10-21,08:00:00,SOL/USDT,155.93,156.33,151.08,151.95,345002.97,52787258.98,72683
1.6335E+12,06-10-21,07:00:00,SOL/USDT,156.49,156.59,154.09,155.93,216142.44,33595638,59025
1.6335E+12,06-10-21,06:00:00,SOL/USDT,157.64,158.95,156.42,156.49,116907.51,18406986.78,24188
1.6335E+12,06-10-21,05:00:00,SOL/USDT,158.36,159.7,156.49,157.66,178839.71,28256763.57,38206
1.63349E+12,06-10-21,04:00:00,SOL/USDT,157.96,159.27,156.34,158.39,167813.09,26469357.74,47602
1.63349E+12,06-10-21,03:00:00,SOL/USDT,161,161.11,157.83,157.96,163604.85,26062021.93,45386
1.63349E+12,06-10-21,02:00:00,SOL/USDT,162.46,162.79,160.61,161.01,114580.14,18502014.48,26939
1.63348E+12,06-10-21,01:00:00,SOL/USDT,164.42,164.42,161.64,162.46,104115.69,16943296.09,25562
1.63348E+12,06-10-21,00:00:00,SOL/USDT,164.64,165.42,163.39,164.39,96061.13,15795270.05,16359
1.63347E+12,05-10-21,23:00:00,SOL/USDT,163.7,165.01,163.52,164.62,100774.58,16536287.02,16454
1.63347E+12,05-10-21,22:00:00,SOL/USDT,164.48,165.27,163.03,163.7,100126.2,16446115,20339
1.63347E+12,05-10-21,21:00:00,SOL/USDT,165.46,167.1,163.61,164.47,171128.27,28352244.43,51261
1.63346E+12,05-10-21,20:00:00,SOL/USDT,161.81,165.65,161.74,165.45,196360.5,32200072.43,50274
1.63346E+12,05-10-21,19:00:00,SOL/USDT,162.03,162.7,160.5,161.8,168673.95,27273355.79,35490
1.63346E+12,05-10-21,18:00:00,SOL/USDT,161.89,163.76,161.64,162.05,128442.49,20857744.13,33085
1.63345E+12,05-10-21,17:00:00,SOL/USDT,162.41,163.04,161.49,161.92,117635.01,19086560.14,21935
1.63345E+12,05-10-21,16:00:00,SOL/USDT,162.34,163.85,159.68,162.43,247054.45,39886122.38,60704
1.63345E+12,05-10-21,15:00:00,SOL/USDT,165.11,165.22,162,162.35,252920.65,41375290.72,52502
1.63344E+12,05-10-21,14:00:00,SOL/USDT,168.81,169.46,164.3,165.1,206060.82,34265298.01,53116
1.63344E+12,05-10-21,13:00:00,SOL/USDT,169.07,169.5,167.88,168.83,100037.16,16871720.2,17976
1.63344E+12,05-10-21,12:00:00,SOL/USDT,168.37,169.78,167.47,169.07,105829.87,17835377.73,20119
1.63343E+12,05-10-21,11:00:00,SOL/USDT,168.21,169.72,167.92,168.34,87271.01,14725378.17,15961
1.63343E+12,05-10-21,10:00:00,SOL/USDT,169.77,170,167.73,168.2,190460.33,32197833.39,33274
1.63342E+12,05-10-21,09:00:00,SOL/USDT,167.08,169.99,165.4,169.77,241660.22,40445763.15,44836
1.63342E+12,05-10-21,08:00:00,SOL/USDT,166.13,167.4,165.66,167.09,91020.07,15159414.91,17486
1.63342E+12,05-10-21,07:00:00,SOL/USDT,166.89,167.68,166,166.12,93718.63,15643134.03,17314
1.63341E+12,05-10-21,06:00:00,SOL/USDT,166.49,168,166.3,166.9,94889.06,15874486.3,18696
1.63341E+12,05-10-21,05:00:00,SOL/USDT,165.37,166.91,165.26,166.5,79387.05,13194053.21,15427
1.63341E+12,05-10-21,04:00:00,SOL/USDT,166.9,167.19,165.24,165.4,68868.97,11447094.02,16386
1.6334E+12,05-10-21,03:00:00,SOL/USDT,165.58,167.16,164.6,166.9,92189.37,15304636.13,30793
1.6334E+12,05-10-21,02:00:00,SOL/USDT,166.72,167.25,164.04,165.58,189687.26,31393382.72,38544
1.6334E+12,05-10-21,01:00:00,SOL/USDT,169.56,170.18,165.92,166.7,118821.22,19957675.13,31474
1.63339E+12,05-10-21,00:00:00,SOL/USDT,167.13,169.97,165.41,169.53,135424.57,22676822.16,31878
1.63339E+12,04-10-21,23:00:00,SOL/USDT,166.09,168.69,165.95,167.13,120047.57,20079116.9,21947
1.63338E+12,04-10-21,22:00:00,SOL/USDT,167.28,168.09,165.4,166.07,146331.7,24397802.68,25764
1.63338E+12,04-10-21,21:00:00,SOL/USDT,167.27,167.87,165.43,167.27,84990.67,14147251.46,25360
1.63338E+12,04-10-21,20:00:00,SOL/USDT,169.26,169.66,166.59,167.3,130566.34,21913086.23,31750
1.63337E+12,04-10-21,19:00:00,SOL/USDT,171.07,171.46,167.97,169.27,139071.79,23565182.79,29849
1.63337E+12,04-10-21,18:00:00,SOL/USDT,171.82,172.4,169.96,171.07,187756.09,32104366.06,34788
1.63337E+12,04-10-21,17:00:00,SOL/USDT,168.63,171.88,166.44,171.83,305913.16,51811569.45,58841
1.63336E+12,04-10-21,16:00:00,SOL/USDT,166.44,170.33,165.81,168.6,321250.87,54220273.84,60209
1.63336E+12,04-10-21,15:00:00,SOL/USDT,166.31,167.42,162,166.44,323770.19,53455791.29,95155
1.63336E+12,04-10-21,14:00:00,SOL/USDT,171.56,172.8,164.77,166.28,298268.53,50439679.35,67204
1.63335E+12,04-10-21,13:00:00,SOL/USDT,167.03,172.6,166.83,171.55,307526.25,52484735.32,68442
1.63335E+12,04-10-21,12:00:00,SOL/USDT,165.83,167.8,164.85,167.03,113623.58,18936313.2,20921
1.63335E+12,04-10-21,11:00:00,SOL/USDT,168.25,168.38,164.81,165.86,176980.75,29396951.77,28538
1.63334E+12,04-10-21,10:00:00,SOL/USDT,168.4,169.18,166.78,168.23,116774.92,19584884.92,26088
1.63334E+12,04-10-21,09:00:00,SOL/USDT,167.28,168.43,166.34,168.39,116172.73,19433752.26,18841
1.63333E+12,04-10-21,08:00:00,SOL/USDT,169.62,169.87,166.57,167.28,156718.28,26349621.89,28533
1.63333E+12,04-10-21,07:00:00,SOL/USDT,166.94,169.82,166,169.61,130220.66,21871271.21,24938
1.63333E+12,04-10-21,06:00:00,SOL/USDT,167.78,168.08,165.51,166.95,151408.14,25253150.1,28092
1.63332E+12,04-10-21,05:00:00,SOL/USDT,169.98,170.1,167.68,167.8,127232.54,21478969.79,30650
1.63332E+12,04-10-21,04:00:00,SOL/USDT,167.09,170.13,164.12,169.93,234410.66,39117926.5,75797
1.63332E+12,04-10-21,03:00:00,SOL/USDT,168.48,169.66,166,167.13,151342.95,25358071.99,40379
1.63331E+12,04-10-21,02:00:00,SOL/USDT,170.12,171.08,166.81,168.46,202608.48,34177140.97,50437
1.63331E+12,04-10-21,01:00:00,SOL/USDT,169.52,171.27,168.21,170.11,106599.61,18120779.36,27143
1.63331E+12,04-10-21,00:00:00,SOL/USDT,172.99,173.34,168.98,169.52,162913.46,27863672.31,34362
1.6333E+12,03-10-21,23:00:00,SOL/USDT,170.86,173.67,169.6,172.98,139214.4,23929218.26,29882
1.6333E+12,03-10-21,22:00:00,SOL/USDT,169.26,172.69,169.02,170.84,193595.28,33136745.56,49369
1.63329E+12,03-10-21,21:00:00,SOL/USDT,173.38,173.66,167.69,169.27,272918.91,46393673.74,96081
1.63329E+12,03-10-21,20:00:00,SOL/USDT,175.58,176,173,173.38,128993.93,22505949.73,27231
1.63329E+12,03-10-21,19:00:00,SOL/USDT,175.81,176.95,175.25,175.59,99907.05,17594824.44,20277
1.63328E+12,03-10-21,18:00:00,SOL/USDT,176.82,177,173.41,175.83,239171.03,42101685.13,52334
1.63328E+12,03-10-21,17:00:00,SOL/USDT,174.24,176.94,172.26,176.81,224655.32,39251617.47,56840
1.63328E+12,03-10-21,16:00:00,SOL/USDT,172.48,174.57,171.68,174.25,150837.07,26167594.3,28572
1.63327E+12,03-10-21,15:00:00,SOL/USDT,175.29,175.62,171.54,172.5,226114.7,39321991.27,65207
1.63327E+12,03-10-21,14:00:00,SOL/USDT,176.92,177.79,174.36,175.28,326805.92,57558011.17,87283
1.63327E+12,03-10-21,13:00:00,SOL/USDT,173.67,177,172.5,176.96,348872.95,61188830.13,134748
1.63326E+12,03-10-21,12:00:00,SOL/USDT,170.81,174.38,170.42,173.68,228667.59,39556599.11,88490
1.63326E+12,03-10-21,11:00:00,SOL/USDT,169.66,171.6,169.36,170.82,89673.76,15306445.09,16766
1.63326E+12,03-10-21,10:00:00,SOL/USDT,171.35,171.36,169.15,169.66,91749.62,15632001.66,25905
