unix,date,time,symbol,open,high,low,close,Volume USDC,Volume USDT,tradecount
1.63867E+12,05-12-21,03:00:00,USDC/USDT,0.9988,0.9989,0.9988,0.9989,3784835,3780416.822,1369
1.63867E+12,05-12-21,02:00:00,USDC/USDT,0.9989,0.9989,0.9988,0.9988,5418105,5411794.278,1643
1.63867E+12,05-12-21,01:00:00,USDC/USDT,0.9989,0.9989,0.9988,0.9989,3386922,3383070.702,1862
1.63866E+12,05-12-21,00:00:00,USDC/USDT,0.9988,0.9989,0.9988,0.9988,7392106,7383701.984,2350
1.63866E+12,04-12-21,23:00:00,USDC/USDT,0.9988,0.9989,0.9988,0.9989,3151435,3147816.299,2069
1.63866E+12,04-12-21,22:00:00,USDC/USDT,0.9989,0.9989,0.9988,0.9988,6771962,6764076.818,2162
1.63865E+12,04-12-21,21:00:00,USDC/USDT,0.9988,0.9989,0.9987,0.9989,6633978,6626301.549,2536
1.63865E+12,04-12-21,20:00:00,USDC/USDT,0.9987,0.9988,0.9987,0.9987,4197629,4192368.156,2501
1.63864E+12,04-12-21,19:00:00,USDC/USDT,0.9987,0.9988,0.9987,0.9988,3830328,3825570.711,2446
1.63864E+12,04-12-21,18:00:00,USDC/USDT,0.9987,0.9988,0.9986,0.9987,6962770,6953542.1,2970
1.63864E+12,04-12-21,17:00:00,USDC/USDT,0.9986,0.9987,0.9986,0.9986,7863669,7852975.523,3003
1.63863E+12,04-12-21,16:00:00,USDC/USDT,0.9985,0.9987,0.9985,0.9987,10432319,10417371.78,3993
1.63863E+12,04-12-21,15:00:00,USDC/USDT,0.9985,0.9986,0.9984,0.9986,10991812,10975265.14,3608
1.63863E+12,04-12-21,14:00:00,USDC/USDT,0.9987,0.9987,0.99,0.9985,25992328,25944810.04,5202
1.63862E+12,04-12-21,13:00:00,USDC/USDT,0.9983,0.9989,0.9982,0.9986,14455823,14434621.64,3655
1.63862E+12,04-12-21,12:00:00,USDC/USDT,0.9982,0.9983,0.9982,0.9983,11283388,11263658.47,3934
1.63862E+12,04-12-21,11:00:00,USDC/USDT,0.9983,0.9983,0.9982,0.9983,12134338,12113041.14,3719
1.63861E+12,04-12-21,10:00:00,USDC/USDT,0.9984,0.9984,0.9982,0.9982,6513538,6502665.387,3294
1.63861E+12,04-12-21,09:00:00,USDC/USDT,0.9985,0.9985,0.9983,0.9983,9981197,9965184.047,3312
1.6386E+12,04-12-21,08:00:00,USDC/USDT,0.9984,0.9986,0.2,0.9984,28910627.52,28838933.07,7329
1.6386E+12,04-12-21,07:00:00,USDC/USDT,0.9981,0.9987,0.9979,0.9984,35956353,35894577.09,9734
1.6386E+12,04-12-21,06:00:00,USDC/USDT,0.998,0.9981,0.9976,0.998,37092635,37014246.48,10495
1.63859E+12,04-12-21,05:00:00,USDC/USDT,0.9994,0.9994,0.9938,0.9981,63419353.08,63219032.01,15992
1.63859E+12,04-12-21,04:00:00,USDC/USDT,0.9993,0.9996,0.9993,0.9994,16100612,16091785.26,3460
1.63859E+12,04-12-21,03:00:00,USDC/USDT,0.9992,0.9994,0.9992,0.9993,7089982,7084937.507,1524
1.63858E+12,04-12-21,02:00:00,USDC/USDT,0.9992,0.9993,0.9992,0.9992,5162538,5158736.277,1669
1.63858E+12,04-12-21,01:00:00,USDC/USDT,0.9994,0.9995,0.9992,0.9992,8094458,8089408.624,2006
1.63858E+12,04-12-21,00:00:00,USDC/USDT,0.9994,0.9995,0.9994,0.9995,5201900,5199064.065,1544
1.63857E+12,03-12-21,23:00:00,USDC/USDT,0.9994,0.9995,0.9994,0.9995,4258735,4256388.975,1457
1.63857E+12,03-12-21,22:00:00,USDC/USDT,0.9994,0.9995,0.9994,0.9995,7724103,7719692.053,1893
1.63857E+12,03-12-21,21:00:00,USDC/USDT,0.9994,0.9995,0.9994,0.9995,5601568,5598366.102,2368
1.63856E+12,03-12-21,20:00:00,USDC/USDT,0.9997,0.9997,0.9994,0.9994,10598026,10592999.5,3719
1.63856E+12,03-12-21,19:00:00,USDC/USDT,0.9994,0.9997,0.9994,0.9996,5555008,5552480.329,2627
1.63855E+12,03-12-21,18:00:00,USDC/USDT,0.9994,0.9995,0.9994,0.9994,13618809,13611677.97,1967
1.63855E+12,03-12-21,17:00:00,USDC/USDT,0.9995,0.9995,0.9994,0.9994,7996040,7991480.871,2566
1.63855E+12,03-12-21,16:00:00,USDC/USDT,0.9993,0.9995,0.9992,0.9994,11751407,11743896.69,3059
1.63854E+12,03-12-21,15:00:00,USDC/USDT,0.999,0.9993,0.999,0.9992,8471278,8464098.853,4118
1.63854E+12,03-12-21,14:00:00,USDC/USDT,0.999,0.9991,0.9989,0.9991,8342975,8334666.311,3105
1.63854E+12,03-12-21,13:00:00,USDC/USDT,0.9992,0.9993,0.9986,0.9989,32963000,32928651.93,4313
1.63853E+12,03-12-21,12:00:00,USDC/USDT,0.9993,0.9993,0.9992,0.9992,4608141,4604737.734,1891
1.63853E+12,03-12-21,11:00:00,USDC/USDT,0.9993,0.9993,0.9992,0.9993,6280127,6275623.342,1699
1.63853E+12,03-12-21,10:00:00,USDC/USDT,0.9992,0.9993,0.9992,0.9993,3671320,3668620.683,1848
1.63852E+12,03-12-21,09:00:00,USDC/USDT,0.9993,0.9993,0.9992,0.9993,6162706,6157994.998,2082
1.63852E+12,03-12-21,08:00:00,USDC/USDT,0.9994,0.9994,0.9992,0.9992,6078302,6074282.567,1492
1.63851E+12,03-12-21,07:00:00,USDC/USDT,0.9993,0.9994,0.9993,0.9994,3029795,3027802.236,1442
1.63851E+12,03-12-21,06:00:00,USDC/USDT,0.9994,0.9994,0.9993,0.9993,2465332,2463687.313,1656
1.63851E+12,03-12-21,05:00:00,USDC/USDT,0.9993,0.9994,0.9993,0.9994,3126801,3124754.642,1487
1.6385E+12,03-12-21,04:00:00,USDC/USDT,0.9993,0.9994,0.9993,0.9993,2689828,2688086.593,1481
1.6385E+12,03-12-21,03:00:00,USDC/USDT,0.9994,0.9994,0.9993,0.9993,3810498,3807985.858,1512
1.6385E+12,03-12-21,02:00:00,USDC/USDT,0.9994,0.9994,0.9993,0.9993,4690409,4687296.15,1143
1.63849E+12,03-12-21,01:00:00,USDC/USDT,0.9992,0.9994,0.9992,0.9994,2935887,2933935.687,1236
1.63849E+12,03-12-21,00:00:00,USDC/USDT,0.9993,0.9993,0.9992,0.9992,3473489,3470956.535,1443
1.63849E+12,02-12-21,23:00:00,USDC/USDT,0.9993,0.9993,0.9992,0.9993,1923974,1922572.052,1101
1.63848E+12,02-12-21,22:00:00,USDC/USDT,0.9993,0.9993,0.9992,0.9993,2759734,2757701.16,1395
1.63848E+12,02-12-21,21:00:00,USDC/USDT,0.9992,0.9993,0.9991,0.9993,6517706,6512668.25,1960
