unix,date,time,symbol,open,high,low,close,Volume USDC,Volume USDT,tradecount
1.62725E+12,25-07-21,21:00:00,USDC/USDT,0.9996,0.9996,0.9994,0.9995,1524548.35,1523717.536,1056
1.62724E+12,25-07-21,20:00:00,USDC/USDT,0.9995,0.9996,0.9995,0.9996,1659188.48,1658420.459,1202
1.62724E+12,25-07-21,19:00:00,USDC/USDT,0.9996,0.9996,0.9995,0.9996,2242489.25,2241440.079,1246
1.62724E+12,25-07-21,18:00:00,USDC/USDT,0.9996,0.9997,0.9995,0.9996,2445856.99,2444796.579,1080
1.62723E+12,25-07-21,17:00:00,USDC/USDT,0.9995,0.9997,0.9995,0.9997,1577098.07,1576395.271,860
1.62723E+12,25-07-21,16:00:00,USDC/USDT,0.9995,0.9996,0.9995,0.9996,1527874.4,1527177.611,918
1.62723E+12,25-07-21,15:00:00,USDC/USDT,0.9994,0.9996,0.9993,0.9995,2043839.83,2042691.798,1147
1.62722E+12,25-07-21,14:00:00,USDC/USDT,0.9996,0.9998,0.9993,0.9993,6592384.99,6589384.239,1571
1.62722E+12,25-07-21,13:00:00,USDC/USDT,0.9996,0.9997,0.9993,0.9996,3936181.89,3934275.737,1166
1.62721E+12,25-07-21,12:00:00,USDC/USDT,0.9996,0.9997,0.9996,0.9997,1159351.23,1158946.305,1022
1.62721E+12,25-07-21,11:00:00,USDC/USDT,0.9994,0.9997,0.9993,0.9996,1494724.06,1494026.451,1388
1.62721E+12,25-07-21,10:00:00,USDC/USDT,0.9994,0.9994,0.9993,0.9993,1122805.57,1122065.056,781
1.6272E+12,25-07-21,09:00:00,USDC/USDT,0.9994,0.9995,0.9993,0.9993,1059438.26,1058767.62,763
1.6272E+12,25-07-21,08:00:00,USDC/USDT,0.9995,0.9995,0.9994,0.9995,2514316.79,2512855.178,927
1.6272E+12,25-07-21,07:00:00,USDC/USDT,0.9993,0.9995,0.9993,0.9995,2394052.86,2392702.22,973
1.62719E+12,25-07-21,06:00:00,USDC/USDT,0.9995,0.9996,0.9993,0.9994,4562993.65,4560686.933,919
1.62719E+12,25-07-21,05:00:00,USDC/USDT,0.9995,0.9995,0.9994,0.9994,1470551.94,1469752.843,970
1.62719E+12,25-07-21,04:00:00,USDC/USDT,0.9994,0.9995,0.9994,0.9994,1001445.23,1000906.466,744
1.62718E+12,25-07-21,03:00:00,USDC/USDT,0.9993,0.9995,0.9993,0.9995,1531108.6,1530199.594,700
1.62718E+12,25-07-21,02:00:00,USDC/USDT,0.9994,0.9995,0.9993,0.9994,1685685.11,1684687.907,814
1.62717E+12,25-07-21,01:00:00,USDC/USDT,0.9994,0.9995,0.9994,0.9995,1432520.96,1431727.907,900
1.62717E+12,25-07-21,00:00:00,USDC/USDT,0.9994,0.9995,0.9994,0.9995,2048420.31,2047270,1153
1.62717E+12,24-07-21,23:00:00,USDC/USDT,0.9996,0.9996,0.9994,0.9994,1295783.48,1295110.29,979
1.62716E+12,24-07-21,22:00:00,USDC/USDT,0.9997,0.9997,0.9995,0.9996,1547962.28,1547298.448,1013
1.62716E+12,24-07-21,21:00:00,USDC/USDT,0.9997,0.9997,0.9995,0.9996,2486941.26,2485931.529,1139
1.62716E+12,24-07-21,20:00:00,USDC/USDT,0.9996,0.9997,0.9995,0.9997,2003033.93,2002212.165,1075
1.62715E+12,24-07-21,19:00:00,USDC/USDT,0.9993,0.9996,0.9993,0.9995,2647021.13,2645600.022,1244
1.62715E+12,24-07-21,18:00:00,USDC/USDT,0.9993,0.9996,0.9993,0.9994,4352116.73,4349627.19,1769
1.62715E+12,24-07-21,17:00:00,USDC/USDT,0.9994,0.9995,0.9993,0.9994,9642465.72,9636500.877,2793
1.62714E+12,24-07-21,16:00:00,USDC/USDT,0.9996,0.9997,0.9994,0.9994,6412536.06,6409557.468,2702
1.62714E+12,24-07-21,15:00:00,USDC/USDT,0.9996,0.9997,0.9993,0.9996,7808273.14,7804334.914,1743
1.62714E+12,24-07-21,14:00:00,USDC/USDT,0.9995,0.9996,0.9994,0.9995,2431906.05,2430644.527,1156
1.62713E+12,24-07-21,13:00:00,USDC/USDT,0.9995,0.9996,0.9993,0.9994,3148291.84,3146550.646,1116
1.62713E+12,24-07-21,12:00:00,USDC/USDT,0.9995,0.9997,0.9995,0.9996,3527905.94,3526394.523,1039
1.62712E+12,24-07-21,11:00:00,USDC/USDT,0.9995,0.9996,0.9994,0.9996,3244508.87,3242917.006,1592
1.62712E+12,24-07-21,10:00:00,USDC/USDT,0.9997,0.9998,0.9993,0.9996,2880782.39,2879679.681,1366
1.62712E+12,24-07-21,09:00:00,USDC/USDT,0.9998,0.9998,0.9996,0.9996,1941173.66,1940591.921,1038
1.62711E+12,24-07-21,08:00:00,USDC/USDT,0.9996,0.9998,0.9996,0.9998,1984012.32,1983429.841,947
1.62711E+12,24-07-21,07:00:00,USDC/USDT,0.9997,0.9998,0.9996,0.9996,1946198.53,1945576.142,959
1.62711E+12,24-07-21,06:00:00,USDC/USDT,0.9997,0.9998,0.9996,0.9997,1959645.78,1959053.878,848
1.6271E+12,24-07-21,05:00:00,USDC/USDT,0.9998,1,0.9994,0.9996,4506282.87,4505388.862,1384
1.6271E+12,24-07-21,04:00:00,USDC/USDT,0.9997,0.9999,0.9996,0.9997,4720912.97,4719899.585,1190
1.6271E+12,24-07-21,03:00:00,USDC/USDT,0.9996,0.9997,0.9995,0.9996,1836035,1835303.283,874
1.62709E+12,24-07-21,02:00:00,USDC/USDT,0.9999,0.9999,0.9995,0.9996,2037677.85,2037109.534,1091
1.62709E+12,24-07-21,01:00:00,USDC/USDT,0.9997,0.9999,0.9994,0.9999,5806641.84,5804893.911,1570
1.62708E+12,24-07-21,00:00:00,USDC/USDT,0.9997,0.9998,0.9995,0.9996,4458050.38,4456613.097,1990
1.62708E+12,23-07-21,23:00:00,USDC/USDT,0.9995,0.9998,0.9994,0.9996,9188788.44,9184826.524,3214
1.62708E+12,23-07-21,22:00:00,USDC/USDT,0.9999,1,0.9995,0.9995,3813870.85,3813105.079,1784
1.62707E+12,23-07-21,21:00:00,USDC/USDT,0.9999,1,0.9997,0.9999,7906626.41,7905784.647,1418
1.62707E+12,23-07-21,20:00:00,USDC/USDT,0.9998,0.9999,0.9997,0.9999,3166073.79,3165411.837,1407
1.62707E+12,23-07-21,19:00:00,USDC/USDT,0.9998,0.9998,0.9997,0.9997,1343997.42,1343697.365,1008
1.62706E+12,23-07-21,18:00:00,USDC/USDT,0.9998,0.9999,0.9997,0.9997,1861713.05,1861402.285,1288
1.62706E+12,23-07-21,17:00:00,USDC/USDT,0.9999,1,0.9998,0.9999,3248357.99,3247959.663,944
1.62706E+12,23-07-21,16:00:00,USDC/USDT,0.9998,1,0.9998,0.9999,3760393.5,3760024.826,1500
1.62705E+12,23-07-21,15:00:00,USDC/USDT,0.9999,1,0.9998,0.9998,4219111.63,4218480.134,1151
1.62705E+12,23-07-21,14:00:00,USDC/USDT,0.9998,0.9999,0.9997,0.9998,1375879.06,1375629.097,956
1.62705E+12,23-07-21,13:00:00,USDC/USDT,0.9998,0.9998,0.9997,0.9998,2097649.04,2097097.948,1073
1.62704E+12,23-07-21,12:00:00,USDC/USDT,0.9998,0.9999,0.9997,0.9998,2876451.6,2875955.515,1195
1.62704E+12,23-07-21,11:00:00,USDC/USDT,0.9997,0.9999,0.9996,0.9999,3060080.62,3059458.542,1344
1.62703E+12,23-07-21,10:00:00,USDC/USDT,0.9999,1,0.9994,0.9997,30704926.02,30693413.95,1688
1.62703E+12,23-07-21,09:00:00,USDC/USDT,0.9998,0.9999,0.9998,0.9998,2077459.52,2077130.341,1058
1.62703E+12,23-07-21,08:00:00,USDC/USDT,0.9998,0.9999,0.9996,0.9999,3660799.35,3659826.102,1269
1.62702E+12,23-07-21,07:00:00,USDC/USDT,0.9999,1,0.9997,0.9998,5263360.79,5262469.087,1341
1.62702E+12,23-07-21,06:00:00,USDC/USDT,0.9999,1,0.9996,1,4694824.85,4693841.867,1495
1.62702E+12,23-07-21,05:00:00,USDC/USDT,0.9998,0.9999,0.9997,0.9999,7921908.32,7920391.809,1309
1.62701E+12,23-07-21,04:00:00,USDC/USDT,0.9999,0.9999,0.9998,0.9999,1721758.72,1721511.762,846
1.62701E+12,23-07-21,03:00:00,USDC/USDT,1,1,0.9999,0.9999,2390028.66,2389844.572,878
1.62701E+12,23-07-21,02:00:00,USDC/USDT,1,1,0.9999,1,2354467.33,2354355.267,807
1.627E+12,23-07-21,01:00:00,USDC/USDT,1,1.0001,0.9999,0.9999,4957853.41,4957817.395,1255
1.627E+12,23-07-21,00:00:00,USDC/USDT,1,1.0001,1,1.0001,1819642.52,1819710.056,1070
1.62699E+12,22-07-21,23:00:00,USDC/USDT,1.0001,1.0001,1,1.0001,1953860.75,1953985.822,717
1.62699E+12,22-07-21,22:00:00,USDC/USDT,1,1.0001,0.9999,1,9278419.32,9278188.938,934
1.62699E+12,22-07-21,21:00:00,USDC/USDT,0.9999,1,0.9998,0.9999,3640850.08,3640590.529,907
1.62698E+12,22-07-21,20:00:00,USDC/USDT,0.9998,0.9999,0.9998,0.9998,1514372.66,1514132.15,760
1.62698E+12,22-07-21,19:00:00,USDC/USDT,1,1,0.9998,0.9999,2438739.25,2438553.537,904
1.62698E+12,22-07-21,18:00:00,USDC/USDT,0.9999,1,0.9999,1,3363690.06,3363486.301,1078
1.62697E+12,22-07-21,17:00:00,USDC/USDT,1,1,0.9999,0.9999,3320315.02,3320112.766,1262
1.62697E+12,22-07-21,16:00:00,USDC/USDT,0.9999,1,0.9998,0.9999,4708611.05,4708192.528,1579
1.62697E+12,22-07-21,15:00:00,USDC/USDT,1,1.0003,0.9998,0.9998,13730212.59,13731004.22,3541
1.62696E+12,22-07-21,14:00:00,USDC/USDT,1,1,0.9999,0.9999,5804131.49,5803935.573,1375
1.62696E+12,22-07-21,13:00:00,USDC/USDT,1,1,0.9999,0.9999,2362865.82,2362770.696,1001
1.62696E+12,22-07-21,12:00:00,USDC/USDT,0.9999,1,0.9999,1,4491456.75,4491243.91,1309
1.62695E+12,22-07-21,11:00:00,USDC/USDT,1,1,0.9999,1,2972563.81,2972366.699,855
1.62695E+12,22-07-21,10:00:00,USDC/USDT,0.9999,1,0.9999,1,3264519.87,3264277.924,992
1.62694E+12,22-07-21,09:00:00,USDC/USDT,0.9999,1,0.9999,1,2792751.96,2792626.648,1189
1.62694E+12,22-07-21,08:00:00,USDC/USDT,0.9998,1,0.9998,1,2558853.7,2558505.733,1161
1.62694E+12,22-07-21,07:00:00,USDC/USDT,0.9999,1,0.9998,0.9998,5901687.23,5901085.761,1484
1.62693E+12,22-07-21,06:00:00,USDC/USDT,1,1,0.9999,0.9999,2951050.92,2950865.909,977
1.62693E+12,22-07-21,05:00:00,USDC/USDT,1,1,0.9998,1,1702246.26,1702061.987,875
1.62693E+12,22-07-21,04:00:00,USDC/USDT,1,1.0001,0.9999,1,3382868.08,3382935.257,1050
1.62692E+12,22-07-21,03:00:00,USDC/USDT,1,1.0001,1,1.0001,1294171.21,1294207.791,878
1.62692E+12,22-07-21,02:00:00,USDC/USDT,1,1.0001,1,1.0001,1697828.65,1697862.09,737
1.62692E+12,22-07-21,01:00:00,USDC/USDT,0.9999,1.0001,0.9999,1,3400331.57,3400364.359,926
1.62691E+12,22-07-21,00:00:00,USDC/USDT,1,1,0.9999,0.9999,2317004.4,2316884.563,1431
1.62691E+12,21-07-21,23:00:00,USDC/USDT,0.9999,1,0.9999,1,2633874.9,2633762.162,998
1.6269E+12,21-07-21,22:00:00,USDC/USDT,0.9999,1,0.9999,0.9999,1879192.6,1879041.658,977
1.6269E+12,21-07-21,21:00:00,USDC/USDT,1,1,0.9999,0.9999,1872954.25,1872848.788,883
1.6269E+12,21-07-21,20:00:00,USDC/USDT,0.9999,1,0.9998,1,4011556.2,4011340.243,1149
1.62689E+12,21-07-21,19:00:00,USDC/USDT,1,1,0.9996,0.9999,9951876.88,9950905.035,2124
1.62689E+12,21-07-21,18:00:00,USDC/USDT,0.9999,1,0.9997,1,5376914.15,5375799.958,1937
1.62689E+12,21-07-21,17:00:00,USDC/USDT,0.9997,1,0.9996,0.9999,7110787.1,7109086.796,1466
1.62688E+12,21-07-21,16:00:00,USDC/USDT,0.9999,1,0.9997,0.9998,7763616.34,7762744.095,2238
1.62688E+12,21-07-21,15:00:00,USDC/USDT,0.9999,1,0.9999,0.9999,4909968.48,4909566.512,1796
1.62688E+12,21-07-21,14:00:00,USDC/USDT,1,1,0.9999,0.9999,6990100.34,6989746.047,1338
1.62687E+12,21-07-21,13:00:00,USDC/USDT,0.9998,1,0.9998,1,8875472.71,8874422.271,1817
1.62687E+12,21-07-21,12:00:00,USDC/USDT,0.9999,0.9999,0.9998,0.9999,11044762.59,11042861.27,2097
1.62687E+12,21-07-21,11:00:00,USDC/USDT,0.9999,0.9999,0.9997,0.9998,4562880.39,4561767.619,1502
1.62686E+12,21-07-21,10:00:00,USDC/USDT,0.9999,0.9999,0.9997,0.9999,5368696.13,5367651.413,1497
1.62686E+12,21-07-21,09:00:00,USDC/USDT,0.9998,0.9999,0.9997,0.9999,4216542.22,4215866.483,1194
1.62685E+12,21-07-21,08:00:00,USDC/USDT,0.9997,0.9999,0.9996,0.9999,6280321.66,6278618.667,1643
1.62685E+12,21-07-21,07:00:00,USDC/USDT,0.9998,0.9999,0.9996,0.9997,12115254.86,12112328.41,2701
1.62685E+12,21-07-21,06:00:00,USDC/USDT,0.9999,1,0.9998,0.9998,5325680.24,5325133.534,2556
1.62684E+12,21-07-21,05:00:00,USDC/USDT,1,1,0.9999,0.9999,5540557.41,5540104.796,1634
1.62684E+12,21-07-21,04:00:00,USDC/USDT,1,1.0001,0.9999,1,10992084.72,10992125.5,1914
1.62684E+12,21-07-21,03:00:00,USDC/USDT,1.0001,1.0001,1,1,2086991.32,2087074.728,849
1.62683E+12,21-07-21,02:00:00,USDC/USDT,1,1.0001,1,1,4215483.35,4215750.811,891
1.62683E+12,21-07-21,01:00:00,USDC/USDT,1.0002,1.0002,1,1,2495593.29,2495864.48,723
1.62683E+12,21-07-21,00:00:00,USDC/USDT,1,1.0002,0.9999,1.0001,2684623.44,2684731.31,1661
1.62682E+12,20-07-21,23:00:00,USDC/USDT,1,1,0.9999,1,2202324.23,2202268.422,1654
1.62682E+12,20-07-21,22:00:00,USDC/USDT,1,1,0.9999,1,1397981.01,1397909.177,683
1.62681E+12,20-07-21,21:00:00,USDC/USDT,1,1,0.9999,1,3371649.2,3371373.547,837
1.62681E+12,20-07-21,20:00:00,USDC/USDT,1,1,0.9999,0.9999,2969788.98,2969590.709,1106
1.62681E+12,20-07-21,19:00:00,USDC/USDT,0.9999,1,0.9999,1,7356358.24,7355702.503,954
1.6268E+12,20-07-21,18:00:00,USDC/USDT,1,1,0.9999,0.9999,1909432.47,1909355.893,916
1.6268E+12,20-07-21,17:00:00,USDC/USDT,1.0001,1.0001,0.9999,1,2448921.26,2448847.511,858
1.6268E+12,20-07-21,16:00:00,USDC/USDT,1,1.0001,1,1.0001,2991492.73,2991615.096,1177
1.62679E+12,20-07-21,15:00:00,USDC/USDT,1.0001,1.0003,1,1,6856184.09,6856856.911,2920
1.62679E+12,20-07-21,14:00:00,USDC/USDT,1.0001,1.0005,1,1.0002,12347894.65,12351147.52,2765
1.62679E+12,20-07-21,13:00:00,USDC/USDT,1,1.0002,1,1.0001,5413960.03,5414251.063,1404
1.62678E+12,20-07-21,12:00:00,USDC/USDT,1.0001,1.0003,1,1.0001,5083383.92,5084111.522,1502
1.62678E+12,20-07-21,11:00:00,USDC/USDT,1.0002,1.0004,1.0001,1.0001,6206681.82,6208246.705,2134
1.62678E+12,20-07-21,10:00:00,USDC/USDT,1.0003,1.0005,1.0002,1.0002,9180134.66,9183047.948,2843
1.62677E+12,20-07-21,09:00:00,USDC/USDT,1,1.0004,1,1.0003,11328647.85,11332076.93,4201
1.62677E+12,20-07-21,08:00:00,USDC/USDT,1.0003,1.0004,1,1.0001,11698506.9,11699848.63,2733
1.62676E+12,20-07-21,07:00:00,USDC/USDT,1.0002,1.0003,1.0001,1.0003,9980718.28,9982517.286,2624
1.62676E+12,20-07-21,06:00:00,USDC/USDT,1.0003,1.0003,1.0001,1.0001,6288462.14,6289774.639,2368
1.62676E+12,20-07-21,05:00:00,USDC/USDT,1,1.0004,1,1.0003,7649640.6,7651620.194,2126
1.62675E+12,20-07-21,04:00:00,USDC/USDT,1.0002,1.0004,1,1,7976675.62,7978086.99,2595
1.62675E+12,20-07-21,03:00:00,USDC/USDT,1.0001,1.0003,1,1.0003,9442932.37,9444502.773,2631
1.62675E+12,20-07-21,02:00:00,USDC/USDT,1,1.0003,1,1.0002,6391778.96,6392513.351,2118
1.62674E+12,20-07-21,01:00:00,USDC/USDT,1.0001,1.0002,1,1.0001,4151518.04,4152011.247,1920
1.62674E+12,20-07-21,00:00:00,USDC/USDT,1.0002,1.0003,1.0001,1.0001,2954158.04,2954761.973,1605
1.62674E+12,19-07-21,23:00:00,USDC/USDT,1.0001,1.0004,1,1.0003,4552643.12,4553383.857,1810
1.62673E+12,19-07-21,22:00:00,USDC/USDT,1.0002,1.0002,1,1,2397203.04,2397514.047,1297
1.62673E+12,19-07-21,21:00:00,USDC/USDT,1.0002,1.0003,1.0001,1.0002,2042317.91,2042685.344,1309
1.62672E+12,19-07-21,20:00:00,USDC/USDT,1.0004,1.0005,1.0001,1.0002,4038365.51,4039446.654,2163
1.62672E+12,19-07-21,19:00:00,USDC/USDT,1.0003,1.0005,1.0003,1.0004,4858240.12,4860160.542,2945
1.62672E+12,19-07-21,18:00:00,USDC/USDT,1.0003,1.0003,1.0002,1.0003,3614152.89,3615087.929,1339
1.62671E+12,19-07-21,17:00:00,USDC/USDT,1.0004,1.0006,1.0002,1.0003,6309525.36,6312449.68,3135
1.62671E+12,19-07-21,16:00:00,USDC/USDT,1.0005,1.0007,1.0004,1.0004,5182157.37,5184745.652,2407
1.62671E+12,19-07-21,15:00:00,USDC/USDT,1.0003,1.0005,1.0003,1.0005,4033057.96,4034538.998,1362
1.6267E+12,19-07-21,14:00:00,USDC/USDT,1.0004,1.0009,1.0003,1.0004,22163509.85,22176693.58,4396
1.6267E+12,19-07-21,13:00:00,USDC/USDT,1.0003,1.0004,1.0001,1.0004,4721555.9,4722778.986,1707
1.6267E+12,19-07-21,12:00:00,USDC/USDT,1.0002,1.0008,1.0001,1.0003,20594497.01,20603654.8,4070
1.62669E+12,19-07-21,11:00:00,USDC/USDT,1,1.0003,1,1.0002,1794188.09,1794342.154,1015
1.62669E+12,19-07-21,10:00:00,USDC/USDT,1.0002,1.0002,1,1.0001,2598627.88,2598898.179,1244
1.62669E+12,19-07-21,09:00:00,USDC/USDT,1.0002,1.0002,1.0001,1.0001,5568357.01,5569238.87,1798
1.62668E+12,19-07-21,08:00:00,USDC/USDT,1,1.0002,1,1.0001,4681179.52,4681776.16,1638
1.62668E+12,19-07-21,07:00:00,USDC/USDT,1,1.0001,1,1,1805838.35,1805935.802,793
1.62667E+12,19-07-21,06:00:00,USDC/USDT,1.0002,1.0002,1,1.0001,3296711.39,3297111.004,1983
1.62667E+12,19-07-21,05:00:00,USDC/USDT,1.0001,1.0002,1.0001,1.0001,3130050.48,3130480.348,1648
1.62667E+12,19-07-21,04:00:00,USDC/USDT,1.0001,1.0003,1.0001,1.0001,4244863.95,4245651.662,2125
1.62666E+12,19-07-21,03:00:00,USDC/USDT,1.0001,1.0002,1.0001,1.0001,2512911.27,2513258.988,1635
1.62666E+12,19-07-21,02:00:00,USDC/USDT,1.0001,1.0002,1.0001,1.0001,2725335.51,2725665.597,2136
1.62666E+12,19-07-21,01:00:00,USDC/USDT,1.0001,1.0002,1,1.0001,5271699.79,5272359.944,3696
1.62665E+12,19-07-21,00:00:00,USDC/USDT,1,1.0002,0.9999,1,3936908.1,3937173.713,1513
1.62665E+12,18-07-21,23:00:00,USDC/USDT,1.0001,1.0002,1,1,3383160.45,3383479.5,1821
1.62665E+12,18-07-21,22:00:00,USDC/USDT,1,1.0001,0.9999,1.0001,1617850.99,1617898.203,1214
1.62664E+12,18-07-21,21:00:00,USDC/USDT,0.9999,1.0001,0.9999,1,1441670.96,1441636.058,929
1.62664E+12,18-07-21,20:00:00,USDC/USDT,0.9999,1,0.9999,1,1029133.5,1029100.2,711
1.62663E+12,18-07-21,19:00:00,USDC/USDT,1,1,0.9999,1,1253961.12,1253913.114,668
1.62663E+12,18-07-21,18:00:00,USDC/USDT,1,1.0001,0.9999,0.9999,3492030.47,3492084.194,2220
1.62663E+12,18-07-21,17:00:00,USDC/USDT,1,1.0001,1,1,3285447.73,3285513.185,2197
1.62662E+12,18-07-21,16:00:00,USDC/USDT,1,1.0001,1,1,5021970.25,5022299.429,1581
1.62662E+12,18-07-21,15:00:00,USDC/USDT,0.9999,1.0001,0.9998,1,5137894.55,5137536.212,1517
1.62662E+12,18-07-21,14:00:00,USDC/USDT,0.9998,1.0001,0.9998,0.9998,8421415.77,8421480.862,1719
1.62661E+12,18-07-21,13:00:00,USDC/USDT,1,1.0001,0.9998,0.9998,2635887.19,2635791.741,1159
1.62661E+12,18-07-21,12:00:00,USDC/USDT,0.9999,1.0001,0.9998,1,3898338.33,3897958.808,1143
1.62661E+12,18-07-21,11:00:00,USDC/USDT,0.9999,1,0.9998,0.9999,2750782.49,2750456.754,771
1.6266E+12,18-07-21,10:00:00,USDC/USDT,1,1.0001,0.9999,1,2577012.83,2577007.845,1211
1.6266E+12,18-07-21,09:00:00,USDC/USDT,0.9999,1.0001,0.9998,1,2478336.67,2478100.665,1043
1.6266E+12,18-07-21,08:00:00,USDC/USDT,1,1,0.9998,0.9999,2541480.42,2541096.345,689
1.62659E+12,18-07-21,07:00:00,USDC/USDT,1.0001,1.0001,0.9999,1,1110681.7,1110706.714,764
1.62659E+12,18-07-21,06:00:00,USDC/USDT,0.9999,1.0002,0.9998,1,10639559.33,10640423.85,1374
1.62658E+12,18-07-21,05:00:00,USDC/USDT,0.9998,0.9999,0.9998,0.9998,2222511.51,2222223.767,437
1.62658E+12,18-07-21,04:00:00,USDC/USDT,0.9999,0.9999,0.9998,0.9998,1307992.65,1307798.687,538
1.62658E+12,18-07-21,03:00:00,USDC/USDT,0.9999,0.9999,0.9998,0.9999,1465209.91,1465012.339,554
1.62657E+12,18-07-21,02:00:00,USDC/USDT,0.9999,0.9999,0.9998,0.9999,6293905.87,6292696.374,609
1.62657E+12,18-07-21,01:00:00,USDC/USDT,0.9999,1,0.9998,0.9999,2954468.22,2953990.573,1385
1.62657E+12,18-07-21,00:00:00,USDC/USDT,0.9999,1.0001,0.9999,1,3611929.36,3611929.833,1348
1.62656E+12,17-07-21,23:00:00,USDC/USDT,1,1,0.9999,1,1552061.72,1551980.964,751
1.62656E+12,17-07-21,22:00:00,USDC/USDT,1.0001,1.0001,0.9999,0.9999,1830735.33,1830741.36,1402
1.62656E+12,17-07-21,21:00:00,USDC/USDT,1,1.0001,0.9999,1.0001,4212160.98,4212285.407,1552
1.62655E+12,17-07-21,20:00:00,USDC/USDT,1,1.0001,0.9999,1,3772378.83,3772374.445,2504
1.62655E+12,17-07-21,19:00:00,USDC/USDT,0.9999,1,0.9999,0.9999,2210260.28,2210128.191,902
1.62654E+12,17-07-21,18:00:00,USDC/USDT,1,1.0001,0.9999,0.9999,2449133.95,2449023.331,1102
1.62654E+12,17-07-21,17:00:00,USDC/USDT,1,1.0001,0.9999,1.0001,1678404.86,1678358.287,801
1.62654E+12,17-07-21,16:00:00,USDC/USDT,1,1,0.9999,1,2061889.14,2061733.83,913
1.62653E+12,17-07-21,15:00:00,USDC/USDT,1,1.0001,0.9999,0.9999,3212364.54,3212295.362,1029
1.62653E+12,17-07-21,14:00:00,USDC/USDT,1,1.0001,0.9999,1,3696211.17,3696033.01,1178
1.62653E+12,17-07-21,13:00:00,USDC/USDT,0.9999,1.0001,0.9998,1.0001,7708002.79,7707762.213,1273
1.62652E+12,17-07-21,12:00:00,USDC/USDT,1,1,0.9998,0.9999,3104924.19,3104402.124,893
1.62652E+12,17-07-21,11:00:00,USDC/USDT,0.9999,1,0.9999,0.9999,2500218.85,2500068.444,928
1.62652E+12,17-07-21,10:00:00,USDC/USDT,1,1,0.9999,1,3451117.82,3450952.088,1062
1.62651E+12,17-07-21,09:00:00,USDC/USDT,1,1.0001,0.9999,1,1561196.25,1561203.507,895
1.62651E+12,17-07-21,08:00:00,USDC/USDT,1,1.0001,0.9999,1.0001,2416458.77,2416449.039,1134
1.62651E+12,17-07-21,07:00:00,USDC/USDT,1.0001,1.0001,0.9999,1,2025861.22,2025872.316,843
1.6265E+12,17-07-21,06:00:00,USDC/USDT,1.0001,1.0001,1,1.0001,1236742.82,1236803.996,759
1.6265E+12,17-07-21,05:00:00,USDC/USDT,1.0001,1.0001,1,1,3859707.92,3859813.395,1137
1.62649E+12,17-07-21,04:00:00,USDC/USDT,1.0001,1.0001,1,1.0001,4005809.68,4006144.992,1069
1.62649E+12,17-07-21,03:00:00,USDC/USDT,0.9999,1.0001,0.9999,1.0001,3743477.68,3743643.416,1398
1.62649E+12,17-07-21,02:00:00,USDC/USDT,1,1.0001,0.9999,0.9999,2804721.93,2804730.893,1188
1.62648E+12,17-07-21,01:00:00,USDC/USDT,1,1.0001,0.9999,1,2141625.27,2141629.915,1357
1.62648E+12,17-07-21,00:00:00,USDC/USDT,1,1,0.9999,0.9999,2601968.66,2601834.432,1132
1.62648E+12,16-07-21,23:00:00,USDC/USDT,0.9999,1,0.9999,0.9999,1530891.41,1530811.372,754
1.62647E+12,16-07-21,22:00:00,USDC/USDT,0.9999,1,0.9998,0.9999,5354268.69,5353475.897,963
1.62647E+12,16-07-21,21:00:00,USDC/USDT,0.9998,0.9999,0.9998,0.9998,2681027.46,2680690.451,1194
1.62647E+12,16-07-21,20:00:00,USDC/USDT,0.9998,0.9999,0.9998,0.9998,1471655.35,1471423.854,721
1.62646E+12,16-07-21,19:00:00,USDC/USDT,0.9999,1,0.9998,0.9998,2616818.35,2616439.246,791
1.62646E+12,16-07-21,18:00:00,USDC/USDT,0.9999,1.0001,0.9998,0.9999,8763492.12,8763476.5,1706
1.62645E+12,16-07-21,17:00:00,USDC/USDT,0.9999,0.9999,0.9998,0.9999,3096187.08,3095684.122,1016
1.62645E+12,16-07-21,16:00:00,USDC/USDT,0.9998,0.9999,0.9998,0.9999,3693748.54,3693263.511,1338
1.62645E+12,16-07-21,15:00:00,USDC/USDT,0.9999,0.9999,0.9998,0.9998,2625079.09,2624693.819,1265
1.62644E+12,16-07-21,14:00:00,USDC/USDT,0.9998,0.9999,0.9998,0.9999,3029463.2,3029051.005,1098
1.62644E+12,16-07-21,13:00:00,USDC/USDT,1,1.0001,0.9998,0.9998,9892369.85,9890895.54,1636
1.62644E+12,16-07-21,12:00:00,USDC/USDT,0.9999,1.0001,0.9999,1.0001,11264847.78,11264642.88,1839
1.62643E+12,16-07-21,11:00:00,USDC/USDT,1,1.0001,0.9999,0.9999,5520503.21,5520690.339,1415
1.62643E+12,16-07-21,10:00:00,USDC/USDT,0.9999,1.0001,0.9998,1.0001,6161371.24,6160529.087,2126
1.62643E+12,16-07-21,09:00:00,USDC/USDT,0.9999,1.0001,0.9998,0.9998,8328023.8,8327418.009,1499
1.62642E+12,16-07-21,08:00:00,USDC/USDT,1.0001,1.0001,0.9999,0.9999,5290438.76,5290317.271,1422
1.62642E+12,16-07-21,07:00:00,USDC/USDT,0.9999,1.0001,0.9999,1.0001,4214983.48,4214923.051,884
1.62642E+12,16-07-21,06:00:00,USDC/USDT,1.0001,1.0002,0.9999,1,4313839.97,4313933.398,971
